,Brand,Model,Body,Transmission,Year,Fule,Engine_CC,Kilometers_Driven,Color,City,Price
7015,Opel,Astra,Sedan,Automatic,2021,Gas,1400,22000,Silver,Giza,475000
7016,Byd,F3,Sedan,Manual,2018,Gas,1500,87500,Silver,Helwan,170000
7017,Speranza,A516,Sedan,Automatic,2010,Gas,2000,200000,Silver,El Haram,90000
7018,Nissan,Sunny,Sedan,Automatic,2017,Gas,1500,87000,Silver,Kafr el-Sheikh,260000
7019,Mercedes,C 180,Sedan,Automatic,2019,Gas,1600,53000,Silver,Gharbia,1100000
7020,Chevrolet,Aveo,Sedan,Manual,2009,Gas,1600,200000,Silver,Giza,130000
7021,Chevrolet,Aveo,Sedan,Automatic,2014,Gas,1500,130000,Silver,Mohandessin,195000
7022,Fiat,Tipo,Sedan,Automatic,2020,Gas,1600,67000,Silver,Tagamo3 - New Cairo,380000
7023,Geely,Emgrand 7,Sedan,Manual,2013,Gas,1600,179000,Silver,Zagazig,130000
7024,Chevrolet,Lanos,Sedan,Manual,2012,Gas,1500,177000,Silver,El Mahalla,132000
7025,Toyota,Corolla,Sedan,Automatic,2018,Gas,1600,53000,Silver,6 October,430000
7026,Kia,Grand Cerato,Sedan,Automatic,2022,Gas,1600,16000,Silver,El Haram,610000
7027,Seat,Ibiza,Sedan,Manual,1990,Gas,1400,300000,Silver,Alexandria,34000
7028,Hyundai,Accent RB,Sedan,Automatic,2012,Gas,1600,123000,Silver,El Haram,265000
7029,Renault,Logan,Sedan,Manual,2015,Gas,1600,130000,Silver,Cairo,180000
7030,Volkswagen,Jetta,Sedan,Automatic,2008,Gas,1600,178000,Silver,Nasr city,220000
7031,Nissan,Sentra,Sedan,Automatic,2018,Gas,1600,160000,Silver,Madinaty,330000
7032,Opel,Astra,Sedan,Automatic,2021,Gas,1400,51000,Silver,6 October,400000
7033,Mercedes,C 180,Sedan,Automatic,2018,Gas,1600,76000,Silver,Cairo,1500000
7034,Seat,Ibiza,Sedan,Manual,1994,Gas,1600,200000,Silver,Alexandria,70000
7035,Toyota,Corolla,Sedan,Automatic,2020,Gas,1600,70000,Silver,El Manial,585000
7036,Renault,Logan,Sedan,Manual,2010,Gas,1600,80000,Silver,Giza,130000
7037,Chevrolet,Lanos,Sedan,Manual,2009,Gas,1500,220000,Silver,Faiyum,62000
7038,Fiat,Tipo,Sedan,Automatic,2021,Gas,1600,56000,Silver,El Haram,430000
7039,Daewoo,Lanos,Sedan,Manual,2000,Gas,1500,400000,Silver,Bilbeis,85000
7040,Fiat,Regata,Sedan,Manual,1986,Gas,1600,200000,Silver,10th of Ramadan,25000
7041,Kia,Cerato,Sedan,Automatic,2010,Gas,1600,200000,Silver,Cairo,285000
7042,Nissan,Sunny,Sedan,Automatic,2014,Gas,1500,92000,Silver,Cairo,230000
7043,Mercedes,E 250,Sedan,Automatic,2010,Gas,2000,120000,Silver,Tanta,1050000
7044,Kia,Cerato,Sedan,Automatic,2021,Gas,1600,33000,Silver,Mokattam,550000
7045,Kia,Cerato,Sedan,Automatic,2022,Gas,1500,30000,Silver,6 October,710000
7046,Byd,F3,Sedan,Manual,2022,Gas,1500,29000,Silver,Tagamo3 - New Cairo,250000
7047,Nissan,Sunny,Sedan,Automatic,2021,Gas,1600,62000,Silver,Giza,310000
7048,BMW,325,Sedan,Automatic,1990,Gas,2500,45000,Silver,Shobra,85000
7049,Renault,Logan,Sedan,Manual,2016,Gas,1600,152000,Silver,Nasr city,192000
7050,Speranza,A620,Sedan,Automatic,2010,Gas,2000,244000,Silver,Ismailia,145000
7051,Renault,Logan,Sedan,Automatic,2021,Gas,1600,83000,Silver,Damietta,320000
7052,Mitsubishi,Lancer EX Shark,Sedan,Automatic,2016,Gas,1600,73000,Silver,Cairo,420000
7053,Skoda,Fantasia,Sedan,Automatic,2011,Gas,1600,200000,Silver,6 October,270000
7054,Kia,Cerato,Sedan,Automatic,2015,Gas,1600,210000,Silver,Sheikh Zayed City,360000
7055,Mitsubishi,Lancer EX Shark,Sedan,Automatic,2016,Gas,1600,82000,Silver,6 October,390000
7056,Kia,Cerato,Sedan,Automatic,2016,Gas,1600,130000,Silver,El Haram,330000
7057,Chevrolet,Aveo,Sedan,Automatic,2012,Gas,1600,130000,Silver,Nasr city,200000
7058,Mercedes,C 200,Sedan,Automatic,2008,Gas,1800,110000,Silver,Kafr el-Sheikh,425000
7059,Opel,Insignia,Sedan,Automatic,2020,Gas,1500,25000,Silver,Cairo,840000
7060,BMW,316,Sedan,Automatic,2013,Gas,1600,160000,Silver,Cairo,520000
7061,Honda,City,Sedan,Automatic,2006,Gas,1500,150000,Silver,Alexandria,170000
7062,Daewoo,Lanos,Sedan,Manual,2008,Gas,1500,230000,Silver,Beheira,118000
7063,Mercedes,C 180,Sedan,Automatic,2017,Gas,1600,99000,Silver,Tagamo3 - New Cairo,1050000
7064,Toyota,Echo,Sedan,Manual,2002,Gas,1000,100000,Silver,6 October,130000
7065,Mercedes,C 180,Sedan,Automatic,2019,Gas,1600,10000,Silver,Sheikh Zayed City,1575000
7066,Suzuki,Ciaz,Sedan,Automatic,2021,Gas,1600,46000,Silver,Sheikh Zayed City,420000
7067,Hyundai,Elantra,Sedan,Automatic,1992,Gas,1500,300000,Silver,Port Said,45000
7068,Mercedes,E 180,Sedan,Automatic,2019,Gas,1600,85000,Silver,Alexandria,1850000
7069,Ford,Focus,Sedan,Automatic,2018,Gas,1000,150000,Silver,Cairo,400000
7070,Toyota,Yaris,Sedan,Manual,2007,Gas,1300,380000,Silver,Hurghada,175000
7071,Kia,Cerato,Sedan,Automatic,2015,Gas,1600,110000,Silver,El Mahalla,440000
7072,Chery,Arrizo 5,Sedan,Manual,2023,Gas,1500,7000,Silver,Tagamo3 - New Cairo,300000
7073,Mercedes,S 350,Sedan,Automatic,2009,Gas,3500,140000,Silver,Dakahlia,850000
7074,BMW,320,Sedan,Automatic,2020,Gas,2000,110000,Silver,Giza,1390000
7075,Byd,L3,Sedan,Automatic,2016,Gas,1600,240000,Silver,Giza,190000
7076,Byd,F3,Sedan,Automatic,2015,Gas,1600,85000,Silver,Sheikh Zayed City,185000
7077,Chery,Arrizo 5,Sedan,Manual,2022,Gas,1500,22000,Silver,Cairo,315000
7078,Peugeot,508,Sedan,Automatic,2015,Gas,1800,118000,Silver,Tagamo3 - New Cairo,425000
7079,Kia,Cerato,Sedan,Automatic,2013,Gas,1600,115000,Silver,Mansoura,390000
7080,Skoda,Fantasia,Sedan,Automatic,2011,Gas,1600,150000,Silver,Nasr city,350000
7081,Seat,Ibiza,Sedan,Automatic,2021,Gas,1600,55000,Silver,Mohandessin,490000
7082,BMW,318,Sedan,Automatic,2019,Gas,1500,115000,Silver,Tagamo3 - New Cairo,870000
7083,Hyundai,Accent,Sedan,Automatic,2010,Gas,1600,145000,Silver,Tagamo3 - New Cairo,200000
7084,Citroën,C5,Sedan,Automatic,2022,Gas,1600,28000,Silver,Helwan,700000
7085,Byd,F3,Sedan,Manual,2020,Gas,1500,107000,Silver,Cairo,220000
7086,Seat,Ibiza,Sedan,Automatic,2019,Gas,1600,121000,Silver,Tagamo3 - New Cairo,475000
7087,Mitsubishi,Lancer Puma,Sedan,Manual,2008,Gas,1300,170000,Silver,Tagamo3 - New Cairo,155000
7088,Seat,Ibiza,Sedan,Automatic,2021,Gas,1600,40000,Silver,Al Shorouk,450000
7089,Volkswagen,Jetta,Sedan,Automatic,2008,Gas,1600,190000,Silver,Cairo,165000
7090,Renault,Megane,Sedan,Automatic,2008,Gas,1600,210000,Silver,Alexandria,170000
7091,Hyundai,Avante,Sedan,Automatic,2007,Gas,1600,300000,Silver,Suez,225000
7092,Mercedes,C 180,Sedan,Automatic,2013,Gas,1600,130000,Silver,Mansoura,700000
7093,Opel,Vectra,Sedan,Automatic,2008,Gas,1600,130000,Silver,Madinaty,340000
7094,Kia,Cerato,Sedan,Automatic,2009,Gas,1600,130000,Silver,Mansoura,205000
7095,Geely,Emgrand 7,Sedan,Manual,2017,Gas,1500,150000,Silver,Obour City,170000
7096,Chevrolet,Aveo,Sedan,Automatic,2020,Gas,1500,100000,Silver,Shobra,223000
7097,Fiat,Siena,Sedan,Manual,2000,Gas,1400,200000,Silver,Kafr el-Sheikh,47000
7098,Peugeot,504,Sedan,Manual,1979,Gas,1800,200000,Silver,El Salam City,52000
7099,Renault,Logan,Sedan,Automatic,2020,Gas,1600,45000,Silver,6 October,350000
7100,Hyundai,Verna,Sedan,Manual,2013,Gas,1599,35000,Silver,Mansoura,200000
7101,Hyundai,Elantra AD,Sedan,Automatic,2019,Gas,1600,86000,Silver,Heliopolis,495000
7102,Chery,Arrizo 5,Sedan,Automatic,2022,Gas,1500,39000,Silver,Cairo,270000
7103,Toyota,Corolla,Sedan,Automatic,2022,Gas,1600,2500,Silver,Alexandria,750000
7104,Opel,Vectra,Sedan,Automatic,1995,Gas,2000,200000,Silver,Beni Suef,95000
7105,Hyundai,Elantra CN7,Sedan,Automatic,2021,Gas,1600,20000,Silver,Shibin el Kom,587000
7106,Volkswagen,Passat,Sedan,Automatic,2012,Gas,1400,150000,Silver,Alexandria,435000
7107,Skoda,Octavia A5,Sedan,Automatic,2006,Gas,1600,288000,Silver,Giza,210000
7108,Opel,Astra,Sedan,Automatic,2008,Gas,1600,200000,Silver,Mokattam,90000
7109,Kia,Cerato,Sedan,Manual,2011,Gas,1600,45000,Silver,Aswan,350000
7110,Mercedes,E 250,Sedan,Automatic,2012,Gas,1800,133000,Silver,Alexandria,850000
7111,Hyundai,Solaris,Sedan,Automatic,2016,Gas,1400,110000,Silver,Giza,290000
7112,Geely,Ck,Sedan,Manual,2010,Gas,1500,180000,Silver,Maadi,60000
7113,Toyota,Corolla,Sedan,Automatic,2019,Gas,1600,10000,Silver,Mansoura,745000
7114,Peugeot,406,Sedan,Automatic,2005,Gas,2000,134000,Silver,Monufia,165000
7115,Toyota,Corolla,Sedan,Automatic,2022,Gas,1600,8000,Silver,Dyarb Negm,700000
7116,Kia,Cerato,Sedan,Automatic,2015,Gas,1600,150000,Silver,Mansoura,410000
7117,Peugeot,405,Sedan,Manual,2007,Gas,1600,125000,Silver,Cairo,75000
7118,Daewoo,Nubira 2,Sedan,Automatic,2005,Gas,1600,196000,Silver,Maadi,115000
7119,Fiat,Tipo,Sedan,Manual,2020,Gas,1400,148000,Silver,Cairo,310000
7120,Skoda,Octavia A7,Sedan,Automatic,2015,Gas,1600,170000,Silver,Alexandria,405000
7121,Kia,Spectra,Sedan,Manual,2004,Gas,1600,200000,Silver,Mokattam,95000
7122,Nissan,Sentra,Sedan,Automatic,2018,Gas,1600,62000,Silver,Kom Hamada,370000
7123,Chery,Envy,Sedan,Manual,2018,Gas,1500,33000,Silver,Alexandria,200000
7124,Chevrolet,Optra,Sedan,Automatic,2022,Gas,1500,8500,Silver,Mohandessin,340000
7125,Volkswagen,Jetta,Sedan,Automatic,2008,Gas,1600,190000,Silver,Mansoura,247000
7126,Mitsubishi,Lancer EX Shark,Sedan,Automatic,2016,Gas,1600,95000,Silver,Alexandria,380000
7127,Hyundai,Elantra,Sedan,Automatic,2008,Gas,1600,160000,Silver,El Haram,216000
7128,Volkswagen,Passat,Sedan,Automatic,2008,Gas,1600,145000,Silver,Mit Ghamr,285000
7129,Kia,Cerato,Sedan,Automatic,2022,Gas,1600,54000,Silver,El Haram,540000
7130,Mercedes,200,Sedan,Manual,1984,Gas,2000,450000,Silver,Cairo,110000
7131,Lada,2107,Sedan,Manual,2010,Gas,1600,80000,Silver,Kafr el-Sheikh,60000
7132,Geely,Emgrand 7,Sedan,Manual,2015,Gas,1600,157000,Silver,10th of Ramadan,122000
7133,Ford,Focus,Sedan,Automatic,2016,Gas,1000,127000,Silver,Heliopolis,320000
7134,Opel,Astra,Sedan,Automatic,2021,Gas,1400,47000,Silver,Obour City,425000
7135,MG,ZS,Sedan,Automatic,2022,Gas,1500,20000,Silver,Cairo,460000
7136,Renault,Megane,Sedan,Automatic,2005,Gas,1600,254000,Silver,Tanta,125000
7137,Speranza,A516,Sedan,Manual,2009,Gas,1600,139000,Silver,Alexandria,118000
7138,Peugeot,301,Sedan,Automatic,2021,Gas,1600,1000,Silver,Alexandria,400000
7139,Chevrolet,Optra,Sedan,Automatic,2018,Gas,1500,180000,Silver,Alexandria,273000
7140,Lada,2107,Sedan,Manual,2006,Gas,1600,80000,Silver,Sohag,50000
7141,Daewoo,Nubira 2,Sedan,Manual,1999,Gas,1600,140000,Silver,Helwan,110000
7142,Nissan,Sentra,Sedan,Automatic,2018,Gas,1600,180000,Silver,Giza,340000
7143,Chevrolet,Optra,Sedan,Automatic,2005,Gas,1600,175000,Silver,Bilbeis,170000
7144,Hyundai,Verna,Sedan,Manual,2015,Gas,1600,164000,Silver,Cairo,168000
7145,Honda,Civic,Sedan,Automatic,2008,Gas,1600,170000,Silver,Mansoura,265000
7146,Kia,Cerato,Sedan,Automatic,2020,Gas,1600,65000,Silver,Tanta,475000
7147,Mercedes,GLA,Sedan,Automatic,2016,Gas,1600,100000,Silver,Sheikh Zayed City,950000
7148,Mazda,3,Sedan,Automatic,2008,Gas,1600,155000,Silver,Tagamo3 - New Cairo,165000
7149,Nissan,Sentra,Sedan,Automatic,2017,Gas,1600,12000,Silver,Dokki,390000
7150,Mitsubishi,Lancer Crystala,Sedan,Manual,1998,Gas,1300,200000,Silver,El Mahalla,97000
7151,Hyundai,Elantra AD,Sedan,Automatic,2017,Gas,1600,100000,Silver,Imbaba,440000
7152,Chevrolet,Cruze,Sedan,Automatic,2011,Gas,1600,150000,Silver,Nasr city,195000
7153,Hyundai,Elantra CN7,Sedan,Automatic,2021,Gas,1600,30000,Silver,Mansoura,570000
7154,Toyota,Corolla,Sedan,Automatic,2020,Gas,1600,30000,Silver,Damietta,580000
7155,Byd,F3,Sedan,Manual,2020,Gas,1500,116000,Silver,6 October,245000
7156,Chevrolet,Cruze,Sedan,Automatic,2010,Gas,1600,170000,Silver,Maadi,180000
7157,Renault,Megane,Sedan,Automatic,2022,Gas,1600,9000,Silver,Cairo,535000
7158,Daewoo,Nubira 2,Sedan,Automatic,2000,Gas,1500,200000,Silver,Al Shorouk,110000
7159,Renault,Logan,Sedan,Manual,2015,Gas,1600,183000,Silver,Giza,140000
7160,Toyota,Corolla,Sedan,Automatic,1999,Gas,1600,200000,Silver,Faiyum,125000
7161,BMW,320,Sedan,Automatic,2018,Gas,2000,78000,Silver,Cairo,800000
7162,MG,5,Sedan,Automatic,2022,Gas,1500,1200,Silver,Tagamo3 - New Cairo,495000
7163,Mercedes,E 350,Sedan,Automatic,2018,Hybrid,1991,50000,Silver,Mansoura,2400000
7164,Hyundai,Verna,Sedan,Manual,2016,Gas,1600,25000,Silver,Giza,130000
7165,Hyundai,Elantra MD,Sedan,Automatic,2013,Gas,1600,305000,Silver,Cairo,349000
7166,Toyota,Corolla,Sedan,Automatic,2019,Gas,1600,68000,Silver,El Haram,450000
7167,Skoda,Octavia A8,Sedan,Automatic,2021,Gas,1400,40000,Silver,Heliopolis,880000
7168,Kia,Cerato,Sedan,Automatic,2017,Gas,1600,35000,Silver,Sharqia,485000
7169,Hyundai,Elantra HD,Sedan,Automatic,2019,Gas,1500,200000,Silver,El Haram,337000
7170,Skoda,Octavia A8,Sedan,Automatic,2022,Gas,1400,25000,Silver,Mohandessin,980000
7171,Skoda,Octavia A4,Sedan,Manual,1998,Gas,1600,170000,Silver,Alexandria,65000
7172,Mitsubishi,Lancer EX Shark,Sedan,Automatic,2016,Gas,1600,85000,Silver,El Haram,360000
7173,BMW,320,Sedan,Automatic,2017,Gas,2300,103000,Silver,Giza,1050000
7174,Mitsubishi,Lancer EX Shark,Sedan,Automatic,2015,Gas,1600,95000,Silver,Cairo,355000
7175,Chevrolet,Optra,Sedan,Automatic,2020,Gas,1500,117000,Silver,Al Shorouk,299000
7176,Geely,Emgrand 7,Sedan,Manual,2016,Gas,1600,130000,Silver,El Haram,143000
7177,Opel,Astra,Sedan,Automatic,2020,Gas,1400,110000,Silver,Sheikh Zayed City,410000
7178,Nissan,Sunny,Sedan,Automatic,2016,Gas,1500,128000,Silver,Shobra,225000
7179,Peugeot,405,Sedan,Manual,2011,Gas,4000,245000,Silver,Sheikh Zayed City,80000
7180,Speranza,M11,Sedan,Manual,2010,Gas,1600,240000,Silver,Helwan,130000
7181,Geely,Emgrand 7,Sedan,Manual,2014,Gas,1600,130000,Silver,Mokattam,105000
7182,Chevrolet,Lanos,Sedan,Manual,2014,Gas,1600,102000,Silver,6 October,147000
7183,Renault,Fluence,Sedan,Automatic,2015,Gas,1600,300000,Silver,Heliopolis,320000
7184,Peugeot,301,Sedan,Automatic,2020,Gas,1600,46000,Silver,Alexandria,370000
7185,Kia,Rio,Sedan,Automatic,2015,Gas,1400,160000,Silver,Sheikh Zayed City,300000
7186,Daewoo,Nubira 2,Sedan,Automatic,2007,Gas,1600,164000,Silver,Beni Suef,140000
7187,Geely,Emgrand 7,Sedan,Manual,2014,Gas,1500,250000,Silver,Damietta,115000
7188,Byd,F3,Sedan,Manual,2022,Gas,1500,80000,Silver,El Haram,185000
7189,Toyota,Corolla,Sedan,Automatic,2016,Gas,1600,47000,Silver,El Mahalla,520000
7190,Nissan,Sunny,Sedan,Automatic,2020,Gas,1500,55000,Silver,Giza,330000
7191,Lada,Granta,Sedan,Manual,2018,Gas,1600,215000,Silver,Giza,150000
7192,Byd,F3,Sedan,Manual,2020,Gas,1500,97000,Silver,Obour City,218000
7193,Byd,F3,Sedan,Manual,2012,Gas,1500,100000,Silver,Giza,135000
7194,Nissan,Sunny,Sedan,Automatic,2021,Gas,1500,72000,Silver,Heliopolis,285000
7195,Kia,Cerato,Sedan,Automatic,2014,Gas,1600,175000,Silver,Beheira,375000
7196,Byd,L3,Sedan,Manual,2017,Gas,1500,180000,Silver,Obour City,185000
7197,MG,6,Sedan,Automatic,2020,Gas,1500,68000,Silver,Nasr city,485000
7198,BMW,320,Sedan,Automatic,2007,Gas,2000,200000,Silver,Ismailia,330000
7199,Volvo,240,Sedan,Manual,1984,Gas,2300,400000,Silver,Alexandria,60000
7200,Renault,Logan,Sedan,Manual,2010,Gas,1600,188000,Silver,Alexandria,105000
7201,Geely,Emgrand 7,Sedan,Manual,2018,Gas,1500,200000,Silver,6 October,180000
7202,Chevrolet,Aveo,Sedan,Automatic,2014,Gas,1500,65000,Silver,Cairo,179000
7203,Daewoo,Nubira 2,Sedan,Manual,2003,Gas,1600,110000,Silver,El Qanater El Khayreya,92000
7204,Honda,Civic,Sedan,Automatic,2009,Gas,1600,200000,Silver,Heliopolis,260000
7205,Citroën,C5,Sedan,Automatic,2009,Gas,2000,150000,Silver,Sheikh Zayed City,330000
7206,Kia,Pegas,Sedan,Automatic,2020,Gas,1400,139000,Silver,Cairo,195000
7207,Skoda,Octavia A7,Sedan,Automatic,2015,Gas,1600,147000,Silver,Tagamo3 - New Cairo,430000
7208,Lada,2107,Sedan,Manual,2005,Gas,1500,100000,Silver,Tagamo3 - New Cairo,43000
7209,Chevrolet,Optra,Sedan,Automatic,2021,Gas,1500,80000,Silver,Alexandria,310000
7211,Mercedes,S 320,Sedan,Automatic,2020,Gas,2000,35000,Silver,Tagamo3 - New Cairo,3600000
7212,Chrysler,300,Sedan,Automatic,2006,Gas,4000,130000,Silver,Damanhur,440000
7213,BMW,320,Sedan,Automatic,2011,Gas,2000,200000,Silver,Shibin el Kom,450000
7214,Hyundai,Elantra MD,Sedan,Automatic,2015,Gas,1600,140000,Silver,6 October,310000
7215,BMW,523,Sedan,Automatic,1998,Gas,2500,240000,Silver,Heliopolis,260000
7216,Mitsubishi,Attrage,Sedan,Automatic,2021,Gas,1200,2800,Silver,Banha,390000
7217,Opel,Astra,Sedan,Automatic,2008,Gas,1600,143000,Silver,Alexandria,225000
7218,Mercedes,C 200,Sedan,Automatic,2022,Gas,1500,5000,Silver,Sheikh Zayed City,2150000
7219,Mercedes,E 320,Sedan,Automatic,2003,Gas,3200,196000,Silver,Cairo,590000
7220,Peugeot,301,Sedan,Automatic,2020,Gas,1600,59000,Silver,Cairo,365000
7221,Kia,Cerato,Sedan,Automatic,2022,Gas,1600,20000,Silver,Suez,520000
7222,Chevrolet,Malibu,Sedan,Automatic,2019,Gas,1500,95000,Silver,Cairo,600000
7223,Hyundai,Accent,Sedan,Automatic,2016,Gas,1600,110000,Silver,Al Shorouk,295000
7224,Opel,Vectra,Sedan,Automatic,2008,Gas,2200,157000,Silver,Cairo,215000
7225,BMW,318,Sedan,Automatic,2001,Gas,2000,200000,Silver,Mansoura,300000
7226,Chevrolet,Optra,Sedan,Automatic,2020,Gas,1500,113000,Silver,El Marg,280000
7227,Skoda,Octavia A5,Sedan,Automatic,2007,Gas,1600,200000,Silver,Cairo,250000
7228,Hyundai,Accent RB,Sedan,Automatic,2012,Gas,1600,98000,Silver,Obour City,260000
7229,Chery,Arrizo 5,Sedan,Automatic,2021,Gas,1500,80000,Silver,Qena,270000
7230,Renault,Logan,Sedan,Manual,2016,Gas,1600,125000,Silver,Alexandria,183000
7231,Nissan,Sunny,Sedan,Automatic,2018,Gas,1500,95000,Silver,El Haram,275000
7232,Chery,Envy,Sedan,Manual,2017,Gas,1500,25000,Silver,Giza,200000
7233,Nissan,Sunny,Sedan,Automatic,2019,Gas,1600,125000,Silver,Cairo,260000
7234,Byd,F3,Sedan,Manual,2018,Gas,1500,200000,Silver,Cairo,180000
7235,Volkswagen,CC,Sedan,Automatic,2013,Gas,2000,135000,Silver,Sheraton,900000
7236,Chevrolet,Optra,Sedan,Automatic,2018,Gas,1500,90000,Silver,Alexandria,260000
7237,Mitsubishi,Lancer EX Shark,Sedan,Automatic,2015,Gas,1600,270000,Silver,Tagamo3 - New Cairo,360000
7238,Kia,Sephia,Sedan,Manual,2000,Gas,1500,240000,Silver,Heliopolis,120000
7239,Toyota,Microbus,Sedan,Manual,2008,Diesel,1600,200000,Silver,Sohag,400000
7240,Chevrolet,Lanos,Sedan,Manual,2017,Gas,1500,162000,Silver,Kafr el-Dawwar,130000
7241,Hyundai,Verna,Sedan,Manual,2013,Gas,1600,139000,Silver,6 October,185000
7242,Opel,Vectra,Sedan,Automatic,2008,Gas,1600,300000,Silver,Nasr city,200000
7243,Mitsubishi,Lancer Puma,Sedan,Manual,2007,Gas,1600,450000,Silver,El Minya,145000
7244,Mitsubishi,Lancer EX Shark,Sedan,Automatic,2015,Gas,1600,80000,Silver,Cairo,360000
7245,Lada,Granta,Sedan,Manual,2019,Gas,1600,116000,Silver,Cairo,155000
7246,Hyundai,Elantra AD,Sedan,Automatic,2017,Gas,1600,60000,Silver,Sohag,440000
7247,Hyundai,Accent HCI,Sedan,Automatic,2018,Gas,1600,60000,Silver,Cairo,270000
7248,Hyundai,Verna,Sedan,Manual,2012,Gas,1600,500000,Silver,Cairo,115000
7249,Fiat,Petra,Sedan,Manual,2003,Gas,1600,200000,Silver,Nasr city,72000
7250,Mercedes,C 200,Sedan,Automatic,2018,Gas,2000,1700,Silver,Sheraton,2300000
7251,Fiat,Tipo,Sedan,Automatic,2021,Gas,1600,55000,Silver,Giza,430000
7252,Proton,Saga,Sedan,Automatic,2021,Gas,1300,5600,Silver,Zefta,300000
7253,Nissan,Sunny,Sedan,Automatic,2020,Gas,1600,65000,Silver,Asyut,325000
7254,Opel,Astra,Sedan,Automatic,2019,Gas,1400,60000,Silver,Heliopolis,425000
7255,Nissan,Sunny,Sedan,Automatic,2016,Gas,1500,290000,Silver,Giza,190000
7256,Mercedes,C 180,Sedan,Automatic,2012,Gas,1600,53000,Silver,Heliopolis,650000
7257,Hyundai,Excel,Sedan,Manual,1997,Gas,1300,160000,Silver,Beni Suef,59000
7258,Hyundai,Elantra MD,Sedan,Automatic,2015,Gas,1600,135000,Silver,Port Said,405000
7259,Speranza,M11,Sedan,Manual,2013,Gas,1600,112000,Silver,Mohandessin,125000
7260,Renault,Fluence,Sedan,Automatic,2015,Gas,1600,15000,Silver,Alexandria,335000
7261,Renault,Logan,Sedan,Automatic,2017,Gas,1600,28000,Silver,Alexandria,270000
7262,MG,5,Sedan,Automatic,2020,Gas,1600,48000,Silver,Shobra,400000
7263,Byd,F3,Sedan,Manual,2020,Gas,1500,115000,Silver,Cairo,235000
7264,Jac,J7,Sedan,Automatic,2022,Gas,1500,14,Silver,Mansoura,490000
7265,BMW,316,Sedan,Automatic,2014,Gas,1600,37000,Silver,Kafr el-Sheikh,490000
7266,Kia,Cerato,Sedan,Automatic,2014,Gas,1600,168000,Silver,Cairo,365000
7267,Kia,Rio,Sedan,Automatic,2013,Gas,1400,149000,Silver,Nasr city,300000
7268,Byd,F3,Sedan,Manual,2021,Gas,1500,59000,Silver,6 October,240000
7269,Kia,Cerato,Sedan,Automatic,2013,Gas,1600,190000,Silver,El Haram,290000
7270,Hyundai,Accent,Sedan,Automatic,2010,Gas,1600,250000,Silver,Maadi,240000
7271,Mazda,3,Sedan,Automatic,2008,Gas,1600,140000,Silver,Ain Shams,250000
7272,Nissan,Sunny,Sedan,Automatic,2014,Gas,1600,92000,Silver,Giza,220000
7273,Hyundai,Elantra HD,Sedan,Automatic,2017,Gas,1600,190000,Silver,Shibin el Kom,350000
7274,Nissan,Sunny,Sedan,Automatic,2018,Gas,1500,30000,Silver,Cairo,240000
7275,Chevrolet,Optra,Sedan,Automatic,2019,Gas,1500,195000,Silver,Helwan,265000
7276,Renault,Logan,Sedan,Manual,2010,Gas,1600,250000,Silver,El Senbellawein,100000
7277,Kia,Grand Cerato,Sedan,Automatic,2021,Gas,1600,45000,Silver,Al Shorouk,530000
7278,Chevrolet,Aveo,Sedan,Automatic,2014,Gas,3000,180000,Silver,6 October,170000
7279,Nissan,Sunny,Sedan,Automatic,2019,Gas,1500,155000,Silver,6 October,325000
7280,Mercedes,C 180,Sedan,Automatic,2009,Gas,1600,109000,Silver,Zagazig,420000
7281,Hyundai,Elantra HD,Sedan,Automatic,2022,Gas,1600,25000,Silver,Cairo,425000
7282,Nissan,Sunny,Sedan,Automatic,2016,Gas,1600,110000,Silver,Tagamo3 - New Cairo,220000
7283,Skoda,Fantasia,Sedan,Automatic,2011,Gas,1600,170000,Silver,El Mahalla,390000
7284,Skoda,Superb,Sedan,Automatic,2019,Gas,1400,100000,Silver,Alexandria,720000
7285,Mercedes,C 180,Sedan,Automatic,2017,Gas,1600,93000,Silver,6 October,800000
7286,Skoda,Octavia A5,Sedan,Automatic,2005,Gas,1600,139000,Silver,El Mahalla,235000
7287,Fiat,Tipo,Sedan,Automatic,2020,Gas,1600,71000,Silver,Asyut,375000
7288,Fiat,Siena,Sedan,Manual,2001,Gas,1400,45000,Silver,Giza,52000
7289,Nissan,Sentra,Sedan,Automatic,2017,Gas,1600,95000,Silver,Mansoura,340000
7290,Renault,Logan,Sedan,Manual,2018,Gas,1600,320000,Silver,Helwan,250000
7291,Chevrolet,Optra,Sedan,Automatic,2018,Gas,1500,58000,Silver,Giza,295000
7292,Audi,A5,Sedan,Automatic,2020,Gas,1400,35000,Silver,Damietta,1300000
7293,Ford,Taurus,Sedan,Automatic,2004,Gas,3000,183000,Silver,Nasr city,225000
7294,Speranza,A516,Sedan,Manual,2010,Gas,1600,150000,Silver,Imbaba,90000
7295,Toyota,Corolla,Sedan,Automatic,2021,Gas,1600,45000,Silver,Nasr city,620000
7296,Mercedes,C 180,Sedan,Automatic,2016,Gas,1600,77000,Silver,Sheikh Zayed City,1050000
7297,Hyundai,Excel,Sedan,Manual,1997,Gas,1300,200000,Silver,Warraq,65000
7298,Mercedes,CLA 200,Sedan,Automatic,2021,Gas,1300,40000,Silver,Tagamo3 - New Cairo,1300000
7299,Ford,Focus,Sedan,Automatic,2018,Gas,1000,86000,Silver,Alexandria,430000
