,Brand,Model,Body,Transmission,Year,Fule,Engine_CC,Kilometers_Driven,Color,City,Price
6727,Chevrolet,Optra,Sedan,Automatic,2006,Gas,1600,170000,Silver,Shobra,165000
6728,Toyota,Corolla,Sedan,Automatic,2014,Gas,1600,96000,Silver,Gharbia,460000
6729,Daewoo,Nubira 2,Sedan,Manual,1999,Gas,1600,200000,Silver,Tanta,95000
6730,Renault,19,Sedan,Manual,1997,Gas,1400,150000,Silver,Sharm el-Sheikh,55000
6731,Mercedes,C 180,Sedan,Automatic,2010,Gas,1600,186000,Silver,6 October,550000
6732,Proton,Saga,Sedan,Automatic,2021,Gas,1300,75000,Silver,6 October,245000
6734,Brilliance,FSV,Sedan,Manual,2010,Gas,1300,280000,Silver,Cairo,105000
6735,Hyundai,Solaris,Sedan,Automatic,2016,Gas,1400,130000,Silver,6 October,235000
6736,Nissan,Sunny,Sedan,Automatic,2018,Gas,1500,160000,Silver,Shobra,260000
6737,Lada,Granta,Sedan,Manual,2020,Natural Gas,1600,140000,Silver,Alexandria,185000
6738,BMW,520,Sedan,Automatic,2015,Gas,2000,138000,Silver,6 October,785000
6739,Renault,Megane,Sedan,Automatic,2020,Gas,1600,43000,Silver,Nasr city,490000
6740,Geely,Imperial,Sedan,Automatic,2019,Gas,1500,60000,Silver,Al Shorouk,270000
6741,Mitsubishi,Lancer EX Shark,Sedan,Automatic,2016,Gas,1600,85000,Silver,Mohandessin,295000
6742,Mercedes,E 200,Sedan,Automatic,1986,Gas,2000,190000,Silver,Dakahlia,95000
6743,BMW,520,Sedan,Automatic,2019,Gas,2000,119000,Silver,Cairo,1470000
6744,Hyundai,Verna,Sedan,Manual,2015,Natural Gas,1600,325000,Silver,Cairo,145000
6745,Toyota,Corolla,Sedan,Automatic,2011,Gas,1600,170000,Silver,Helwan,390000
6746,Chevrolet,Lanos,Sedan,Manual,2011,Gas,1500,170000,Silver,Alexandria,115000
6747,Nissan,Sunny,Sedan,Automatic,2016,Gas,1600,130000,Silver,Cairo,230000
6748,Nissan,Sunny,Sedan,Automatic,2016,Gas,1500,150000,Silver,Maadi,240000
6749,Daewoo,Lanos,Sedan,Manual,2000,Gas,1500,150000,Silver,Asyut,100000
6750,Daihatsu,Applause,Sedan,Automatic,1993,Gas,1600,160000,Silver,Alexandria,70000
6751,Mitsubishi,Lancer Puma,Sedan,Automatic,2007,Gas,1600,190000,Silver,Cairo,215000
6752,Renault,Fluence,Sedan,Automatic,2014,Gas,1600,135000,Silver,Maadi,310000
6753,Chevrolet,Optra,Sedan,Automatic,2014,Gas,1600,200000,Silver,El Haram,235000
6754,Opel,Astra,Sedan,Automatic,2017,Gas,1600,170000,Silver,Alexandria,340000
6755,Hyundai,Elantra MD,Sedan,Automatic,2016,Gas,1600,85000,Silver,Nasr city,365000
6756,Opel,Insignia,Sedan,Automatic,2017,Gas,1600,150000,Silver,Madinaty,600000
6757,Chevrolet,Optra,Sedan,Automatic,2021,Gas,1600,42000,Silver,El Gouna,330000
6758,Speranza,A516,Sedan,Manual,2008,Gas,1600,148000,Silver,Alexandria,98000
6759,Hyundai,Accent,Sedan,Manual,1998,Gas,1600,150000,Silver,Port Said,75000
6760,Daewoo,Nubira 2,Sedan,Manual,2008,Gas,1600,150000,Silver,El Bagour,120000
6761,Nissan,Sunny,Sedan,Automatic,2023,Gas,1500,6000,Silver,Tagamo3 - New Cairo,375000
6762,MG,5,Sedan,Automatic,2022,Gas,1500,6000,Silver,Mansoura,480000
6763,Chevrolet,Optra,Sedan,Automatic,2016,Gas,1600,112000,Silver,Mokattam,210000
6764,Hyundai,Verna,Sedan,Manual,2015,Gas,1600,122800,Silver,Cairo,168000
6765,Chevrolet,Optra,Sedan,Automatic,2021,Gas,1500,16500,Silver,Kafr El Zayat,320000
6766,Hyundai,Excel,Sedan,Manual,1994,Gas,1300,200000,Silver,Quesna,65000
6767,Renault,Megane,Sedan,Automatic,2005,Gas,1600,129000,Silver,Alexandria,160000
6768,Hyundai,Elantra HD,Sedan,Automatic,2010,Gas,1600,270000,Silver,Beheira,247000
6769,Daewoo,Nubira 2,Sedan,Manual,2003,Gas,1600,139000,Silver,Nasr city,135000
6770,Fiat,Tipo,Sedan,Manual,2021,Gas,1400,400,Silver,Nasr city,340000
6771,Speranza,A516,Sedan,Manual,2012,Gas,1600,215000,Silver,Giza,130000
6772,Byd,F3,Sedan,Manual,2021,Gas,1500,17000,Silver,Ain Shams,230000
6773,Peugeot,508,Sedan,Automatic,2014,Gas,1600,216000,Silver,Madinaty,425000
6774,Skoda,Octavia A8,Sedan,Automatic,2021,Gas,1400,32000,Silver,Tagamo3 - New Cairo,900000
6775,Chevrolet,Lanos,Sedan,Manual,2017,Gas,1500,55000,Silver,Alexandria,182000
6776,Kia,Rio,Sedan,Automatic,2015,Gas,1400,87000,Silver,Nasr city,330000
6777,Ford,Focus,Sedan,Automatic,2018,Gas,1000,110000,Silver,Sheikh Zayed City,450000
6778,Toyota,Corolla,Sedan,Automatic,2018,Gas,1600,150000,Silver,Maadi,525000
6779,Opel,Insignia,Sedan,Automatic,2015,Gas,1600,105000,Silver,Heliopolis,460000
6780,Seat,Ibiza,Sedan,Manual,1998,Gas,1600,130000,Silver,El Marg,78000
6781,Geely,Emgrand 7,Sedan,Manual,2015,Gas,1600,150000,Silver,Agamy,140000
6782,Toyota,Corolla,Sedan,Automatic,2009,Gas,1600,150000,Silver,Tanta,243000
6783,Citroën,C4,Sedan,Automatic,2006,Gas,1600,138000,Silver,6 October,175000
6784,BMW,740,Sedan,Automatic,2018,Gas,3000,1180,Silver,Tagamo3 - New Cairo,3700000
6785,Chevrolet,Optra,Sedan,Automatic,2019,Gas,1600,55000,Silver,Agamy,300000
6786,Kia,Cerato,Sedan,Automatic,2010,Gas,1600,170000,Silver,Alexandria,300000
6787,Skoda,Fantasia,Sedan,Automatic,2009,Gas,1600,245000,Silver,Mokattam,375000
6788,Geely,Emgrand 7,Sedan,Automatic,2015,Natural Gas,1600,242466,Silver,El Manial,145000
6789,Mercedes,E 300,Sedan,Automatic,2021,Gas,2000,8000,Silver,Heliopolis,2650000
6790,Hyundai,Accent RB,Sedan,Automatic,2017,Gas,1600,75000,Silver,Cairo,385000
6791,Lada,Granta,Sedan,Manual,2019,Gas,1600,95000,Silver,Tagamo3 - New Cairo,140000
6792,Opel,Astra,Sedan,Automatic,2019,Gas,1400,37000,Silver,Maadi,410000
6793,Chevrolet,Aveo,Sedan,Automatic,2010,Gas,1500,165000,Silver,Alexandria,163000
6794,Byd,F3,Sedan,Manual,2019,Gas,1600,95000,Silver,Cairo,190000
6795,Mitsubishi,Lancer EX Shark,Sedan,Automatic,2017,Gas,1600,93000,Silver,Zagazig,390000
6796,Toyota,Corolla,Sedan,Automatic,2021,Gas,1600,45000,Silver,Alexandria,595000
6797,Daewoo,Nubira 2,Sedan,Automatic,2001,Gas,1600,85000,Silver,Agamy,135000
6798,Hyundai,Elantra CN7,Sedan,Automatic,2022,Gas,1600,4000,Silver,Nasr city,640000
6799,Ford,Focus,Sedan,Automatic,2013,Gas,1600,150000,Silver,Sohag,310000
6800,Hyundai,Avante,Sedan,Automatic,2004,Gas,1600,200000,Silver,Obour City,180000
6801,Speranza,A516,Sedan,Manual,2007,Gas,1600,185000,Silver,Giza,90000
6802,Fiat,128,Sedan,Manual,2008,Gas,1300,95000,Silver,Asyut,47000
6803,Nissan,Sunny,Sedan,Automatic,2021,Gas,1600,80000,Silver,Giza,280000
6804,Fiat,Shahin,Sedan,Manual,2008,Natural Gas,1600,150000,Silver,Cairo,80000
6805,Chery,Arrizo 5,Sedan,Manual,2021,Gas,1500,5000,Silver,Cairo,250000
6806,MG,5,Sedan,Automatic,2021,Gas,1500,53000,Silver,Obour City,450000
6807,MG,6,Sedan,Automatic,2021,Gas,1500,65000,Silver,Obour City,450000
6808,Hyundai,Elantra,Sedan,Automatic,2006,Gas,1600,95000,Silver,Alexandria,185000
6809,Speranza,M11,Sedan,Manual,2012,Gas,1600,200000,Silver,Maadi,100000
6810,Geely,Fruits,Sedan,Manual,2004,Gas,1000,90000,Silver,Cairo,59500
6811,Citroën,C5,Sedan,Automatic,2021,Gas,1600,85000,Silver,Sheraton,775000
6812,Chery,Arrizo 5,Sedan,Automatic,2020,Gas,1600,60000,Silver,Alexandria,250000
6813,Chevrolet,Malibu,Sedan,Automatic,2019,Gas,1500,25000,Silver,Qena,650000
6814,Lada,Granta,Sedan,Manual,2019,Gas,1600,83000,Silver,Maadi,185000
6815,BMW,320,Sedan,Automatic,2007,Gas,2000,220000,Silver,6 October,355000
6816,Volkswagen,Passat,Sedan,Automatic,1998,Gas,1600,250000,Silver,Quesna,135000
6817,Chevrolet,Aveo,Sedan,Manual,2013,Gas,1500,170000,Silver,Giza,165000
6818,Mercedes,C 180,Sedan,Automatic,2010,Gas,1800,190000,Silver,Madinaty,560000
6819,Peugeot,505,Sedan,Manual,1980,Gas,2000,60000,Silver,10th of Ramadan,43000
6820,Opel,Astra,Sedan,Automatic,2013,Gas,1600,173000,Silver,Cairo,320000
6821,Nissan,Sunny,Sedan,Automatic,2008,Gas,1600,180000,Silver,Kafr el-Sheikh,235000
6822,Byd,F3,Sedan,Manual,2014,Gas,1600,325000,Silver,Aswan,135000
6823,Daewoo,Lanos,Sedan,Manual,2007,Gas,1500,315000,Silver,10th of Ramadan,95000
6824,Opel,Insignia,Sedan,Automatic,2017,Gas,1600,115000,Silver,6 October,540000
6825,Toyota,Corolla,Sedan,Automatic,2020,Gas,1600,58000,Silver,6 October,150000
6826,Daewoo,Lanos,Sedan,Manual,2004,Gas,1500,278000,Silver,Giza,105000
6827,MG,5,Sedan,Automatic,2021,Gas,1500,35000,Silver,Helwan,420000
6828,Toyota,Corolla,Sedan,Automatic,2006,Gas,1600,240000,Silver,Ismailia,260000
6829,Chery,Arrizo 5,Sedan,Automatic,2021,Gas,1500,41000,Silver,Cairo,285000
6830,Daewoo,Lanos 2,Sedan,Manual,2007,Gas,1500,350000,Silver,Aswan,75000
6831,Hyundai,Azera,Sedan,Automatic,2012,Gas,3000,46000,Silver,6 October,400000
6832,Hyundai,Elantra HD,Sedan,Automatic,2017,Gas,1600,200000,Silver,Ismailia,310000
6833,Daewoo,Lanos,Sedan,Manual,2000,Gas,1500,200000,Silver,Agamy,90000
6834,Hyundai,Elantra AD,Sedan,Automatic,2016,Gas,1600,80000,Silver,Suez,550000
6835,Fiat,Tipo,Sedan,Automatic,2021,Gas,1600,11000,Silver,Shobra,450000
6836,Speranza,M12,Sedan,Manual,2012,Gas,1600,82400,Silver,Tanta,145000
6837,Skoda,Octavia A7,Sedan,Automatic,2018,Gas,1600,83000,Silver,Nasr city,725000
6838,Hyundai,Elantra HD,Sedan,Automatic,2019,Gas,1600,180000,Silver,Ain Shams,345000
6839,Chevrolet,Lanos,Sedan,Manual,2009,Gas,1500,515000,Silver,10th of Ramadan,105000
6840,Daewoo,Nubira 2,Sedan,Manual,2003,Gas,1600,320000,Silver,Giza,110000
6841,Chevrolet,Optra,Sedan,Automatic,2021,Gas,1500,23000,Silver,Zagazig,330000
6842,Daewoo,Lanos 2,Sedan,Manual,2006,Gas,1500,155000,Silver,6 October,110000
6843,Peugeot,301,Sedan,Automatic,2014,Gas,1600,96000,Silver,Maadi,260000
6844,Hyundai,Elantra HD,Sedan,Automatic,2021,Gas,1600,34000,Silver,Sharqia,370000
6845,Renault,Megane,Sedan,Automatic,2020,Gas,1600,60000,Silver,Nasr city,440000
6846,Hyundai,Elantra CN7,Sedan,Automatic,2021,Gas,1600,55000,Silver,Imbaba,550000
6847,Nissan,Sunny,Sedan,Automatic,2016,Gas,1600,130000,Silver,Cairo,235000
6848,Chevrolet,Cruze,Sedan,Automatic,2010,Gas,1600,180000,Silver,Beni Suef,190000
6849,Toyota,Corolla,Sedan,Automatic,2003,Gas,1600,200000,Silver,Cairo,220000
6850,Opel,Astra,Sedan,Automatic,2007,Gas,1600,111192,Silver,6 October,200000
6851,Chevrolet,Aveo,Sedan,Automatic,2016,Gas,1500,118000,Silver,Alexandria,225000
6852,Skoda,Octavia A7,Sedan,Automatic,2015,Gas,1600,190000,Silver,Kafr El Zayat,415000
6853,Fiat,Shahin,Sedan,Manual,2003,Gas,1400,98000,Silver,El Salam City,57000
6854,MG,ZS,Sedan,Automatic,2022,Gas,1500,19000,Silver,Heliopolis,505000
6855,Mercedes,C 180,Sedan,Automatic,2017,Gas,2000,50000,Silver,6 October,1375000
6856,Hyundai,Viva,Sedan,Automatic,2008,Natural Gas,1500,250000,Silver,Faiyum,150000
6857,Mitsubishi,Lancer EX Shark,Sedan,Automatic,2016,Gas,1600,130000,Silver,Mansoura,340000
6858,Kia,Cerato,Sedan,Automatic,2013,Gas,1600,89000,Silver,Nasr city,280000
6859,MG,ZS,Sedan,Automatic,2021,Gas,1500,50000,Silver,Giza,450000
6860,MG,5,Sedan,Automatic,2021,Gas,1500,30000,Silver,Heliopolis,420000
6861,Nissan,Sunny,Sedan,Automatic,2019,Gas,1600,56000,Silver,Aswan,310000
6862,Kia,Optima,Sedan,Automatic,2000,Diesel,2000,153000,Silver,Cairo,150000
6863,Hyundai,Accent,Sedan,Manual,1998,Gas,1500,192000,Silver,Faiyum,78000
6864,Skoda,Fantasia,Sedan,Automatic,2010,Gas,1600,190000,Silver,Shobra,325000
6865,Chevrolet,Cruze,Sedan,Automatic,2010,Gas,1600,163000,Silver,El Haram,195000
6866,Toyota,Corolla,Sedan,Automatic,2021,Gas,1600,80000,Silver,Sheikh Zayed City,650000
6867,Fiat,Shahin,Sedan,Manual,2006,Gas,1600,65000,Silver,Alexandria,70000
6868,Toyota,Corolla,Sedan,Automatic,2016,Gas,1600,140000,Silver,Tagamo3 - New Cairo,550000
6869,Hyundai,Elantra,Sedan,Automatic,2021,Gas,1600,113000,Silver,Heliopolis,580000
6870,Toyota,Corolla,Sedan,Automatic,2015,Gas,1600,135000,Silver,Ismailia,385000
6871,Nissan,Sunny,Sedan,Automatic,2020,Gas,1500,80000,Silver,Faiyum,355000
6872,Opel,Insignia,Sedan,Automatic,2014,Gas,1600,216000,Silver,Sadat City,410000
6873,MG,5,Sedan,Automatic,2021,Gas,1600,75000,Silver,Tagamo3 - New Cairo,405000
6874,Mitsubishi,Lancer Crystala,Sedan,Manual,1992,Gas,1300,25000,Silver,Helwan,50000
6875,Mitsubishi,Lancer EX Shark,Sedan,Automatic,2016,Gas,1600,54000,Silver,Mokattam,370000
6876,Renault,Megane,Sedan,Automatic,2020,Gas,1600,26000,Silver,Giza,470000
6877,Daewoo,Nubira 2,Sedan,Automatic,2001,Gas,1600,110000,Silver,Kom Ombo,130000
6878,Renault,Fluence,Sedan,Automatic,2014,Gas,1600,101000,Silver,Cairo,290000
6879,Volvo,S80,Sedan,Automatic,2014,Gas,1600,135000,Silver,Maadi,650000
6880,Renault,Megane,Sedan,Automatic,2022,Gas,1600,11000,Silver,Heliopolis,590000
6881,Kia,Cerato,Sedan,Automatic,2012,Gas,1300,190000,Silver,El Mahalla,300000
6882,MG,750,Sedan,Automatic,2017,Gas,2500,47000,Silver,Mohandessin,450000
6883,Kia,Opirus,Sedan,Automatic,2004,Gas,3500,95000,Silver,Cairo,350000
6884,Fiat,131,Sedan,Manual,1981,Gas,1400,190000,Silver,Giza,29000
6885,Mitsubishi,Lancer Crystala,Sedan,Manual,1998,Gas,1300,155000,Silver,Tanta,100000
6886,Kia,Rio,Sedan,Automatic,2016,Gas,1400,73000,Silver,Cairo,320000
6887,Fiat,Petra,Sedan,Manual,2004,Gas,1600,200000,Silver,Helwan,60000
6888,Renault,Fluence,Sedan,Automatic,2014,Gas,1600,107000,Silver,Alexandria,320000
6889,Hyundai,Elantra AD,Sedan,Automatic,2019,Gas,1600,140000,Silver,Giza,400000
6890,Toyota,Corolla,Sedan,Automatic,2009,Gas,1600,230000,Silver,Giza,253000
6891,Kia,Cerato,Sedan,Automatic,2013,Gas,1600,285000,Silver,Heliopolis,310000
6892,Hyundai,Accent RB,Sedan,Automatic,2016,Gas,1600,90000,Silver,6 October,330000
6893,Speranza,A516,Sedan,Manual,2009,Gas,1600,217000,Silver,Cairo,110000
6894,Byd,F3,Sedan,Automatic,2023,Gas,1500,6000,Silver,Madinaty,328000
6895,Chevrolet,Lanos,Sedan,Manual,2015,Gas,1500,130000,Silver,Suez,155000
6896,Opel,Insignia,Sedan,Automatic,2014,Gas,1600,130000,Silver,Cairo,600000
6897,Nissan,Sunny,Sedan,Automatic,2016,Gas,1500,170000,Silver,Heliopolis,200000
6898,Mercedes,C 200,Sedan,Automatic,2019,Gas,1500,51201,Silver,Tagamo3 - New Cairo,1500000
6899,MG,6,Sedan,Automatic,2022,Gas,1500,15000,Silver,Cairo,580000
6900,Toyota,Corolla,Sedan,Automatic,2020,Gas,1600,85000,Silver,Maadi,525000
6901,Chevrolet,Cruze,Sedan,Automatic,2016,Gas,1600,95000,Silver,El Haram,220000
6902,Opel,Astra,Sedan,Automatic,2019,Gas,1400,50000,Silver,Heliopolis,390000
6903,Fiat,Tempra,Sedan,Manual,1996,Gas,1600,175000,Silver,Giza,55000
6904,Chery,Envy,Sedan,Manual,2019,Gas,1500,110000,Silver,Agamy,180000
6905,Hyundai,Accent,Sedan,Manual,1998,Gas,1500,183000,Silver,Giza,85000
6906,Chevrolet,Lanos,Sedan,Manual,2014,Gas,1600,170000,Silver,Luxor,155000
6907,Nissan,Sentra,Sedan,Automatic,2020,Gas,1600,105000,Silver,Giza,380000
6908,Hyundai,Elantra AD,Sedan,Automatic,2020,Gas,1600,14000,Silver,Beheira,450000
6909,Peugeot,301,Sedan,Automatic,2015,Gas,1600,170000,Silver,Tagamo3 - New Cairo,265000
6910,Mitsubishi,Galant,Sedan,Manual,2008,Gas,1600,15000,Silver,10th of Ramadan,220000
6911,Kia,Rio,Sedan,Automatic,2013,Gas,1400,270000,Silver,Cairo,285000
6912,BMW,318,Sedan,Automatic,2018,Gas,1500,155000,Silver,Cairo,850000
6913,Nissan,Sunny,Sedan,Automatic,2020,Gas,1500,37000,Silver,Maadi,300000
6914,Seat,Ibiza,Sedan,Manual,1994,Gas,1300,260000,Silver,Alexandria,68000
6915,BMW,320,Sedan,Automatic,2018,Gas,2000,140000,Silver,Madinaty,900000
6916,Nissan,Sunny,Sedan,Automatic,2021,Gas,1500,85500,Silver,Cairo,335000
6917,Chevrolet,Lanos,Sedan,Manual,2014,Gas,1500,70000,Silver,Zagazig,150000
6918,Lada,2110,Sedan,Manual,2002,Gas,1600,130000,Silver,El Mahalla,28000
6919,Chevrolet,Optra,Sedan,Automatic,2022,Gas,1500,63000,Silver,Qalyub,310000
6920,Nissan,Sentra,Sedan,Automatic,2016,Gas,1600,128000,Silver,Maadi,350000
6921,Renault,Logan,Sedan,Manual,2011,Gas,1600,200000,Silver,Mokattam,150000
6922,Mitsubishi,Lancer EX Shark,Sedan,Automatic,2016,Gas,1600,77000,Silver,Cairo,420000
6923,Toyota,Yaris,Sedan,Automatic,2015,Gas,1500,270000,Silver,Ashmoun,280000
6924,Mercedes,C 180,Sedan,Automatic,2009,Gas,1600,215000,Silver,Cairo,360000
6925,Renault,Optima,Sedan,Manual,1998,Gas,1300,200000,Silver,Cairo,30000
6926,Lada,Granta,Sedan,Manual,2022,Gas,1600,21000,Silver,Cairo,85000
6927,Opel,Astra,Sedan,Automatic,2019,Gas,1400,31000,Silver,Zagazig,440000
6928,Byd,F3,Sedan,Manual,2020,Gas,1500,124000,Silver,Cairo,220000
6929,Toyota,Corolla,Sedan,Automatic,2019,Gas,1600,76000,Silver,Giza,570000
6930,MG,6,Sedan,Automatic,2021,Gas,1500,40000,Silver,El Haram,570000
6931,Speranza,A620,Sedan,Automatic,2007,Gas,2000,200000,Silver,Sohag,150000
6932,MG,5,Sedan,Automatic,2022,Gas,1500,30000,Silver,Ain Shams,420000
6933,Renault,Fluence,Sedan,Automatic,2015,Gas,1600,256000,Silver,Cairo,310000
6934,Daewoo,Nubira 2,Sedan,Automatic,2000,Gas,1600,146000,Silver,Cairo,95000
6935,MG,5,Sedan,Automatic,2021,Gas,1500,62000,Silver,Giza,380000
6936,Chery,Arrizo 5,Sedan,Automatic,2019,Gas,1500,116000,Silver,Cairo,220000
6937,Hyundai,Accent,Sedan,Automatic,2012,Gas,1600,125000,Silver,Maadi,285000
6938,MG,5,Sedan,Automatic,2021,Gas,1500,60000,Silver,6 October,405000
6939,Audi,A6,Sedan,Automatic,2013,Gas,2000,197000,Silver,6 October,900000
6940,Chevrolet,Lanos,Sedan,Manual,2013,Gas,1600,148000,Silver,10th of Ramadan,150000
6941,Chevrolet,Optra,Sedan,Automatic,2016,Gas,1500,100000,Silver,Zagazig,245000
6942,Hyundai,Elantra,Sedan,Automatic,2008,Gas,1600,127000,Silver,Sheikh Zayed City,260000
6943,Volvo,240,Sedan,Manual,1984,Gas,2300,200000,Silver,Alexandria,65000
6944,Renault,Megane,Sedan,Automatic,2007,Gas,1600,300000,Silver,Cairo,160000
6945,Mercedes,C 180,Sedan,Automatic,2020,Gas,1500,5000,Silver,Mansoura,1750000
6946,Chevrolet,Optra,Sedan,Automatic,2012,Gas,1600,130000,Silver,Faqous,245000
6947,Aston Martin,Martin Rapide S,Sedan,Automatic,2015,Gas,6000,15000,Silver,6 October,4300000
6948,Citroën,C Elysee,Sedan,Automatic,2021,Gas,1600,21000,Silver,Giza,325000
6949,Hyundai,Elantra MD,Sedan,Automatic,2016,Gas,1600,79000,Silver,Cairo,440000
6950,Renault,Megane,Sedan,Manual,1999,Gas,1600,400000,Silver,Giza,70000
6951,Fiat,Tipo,Sedan,Automatic,2021,Gas,1600,31000,Silver,Nasr city,448000
6952,Fiat,Tempra,Sedan,Manual,1990,Gas,1600,300000,Silver,Cairo,50000
6953,Kia,Cerato,Sedan,Automatic,2017,Gas,1600,130000,Silver,Cairo,420000
6954,Renault,Megane,Sedan,Automatic,2018,Gas,1200,208000,Silver,Al Shorouk,479000
6955,BMW,316,Sedan,Automatic,2015,Gas,1600,140000,Silver,Alexandria,580000
6956,Chery,Arrizo 5,Sedan,Automatic,2020,Gas,1500,78000,Silver,Helwan,310000
6957,Honda,Civic,Sedan,Automatic,2010,Gas,1600,240000,Silver,Cairo,310000
6958,Kia,K5,Sedan,Automatic,2019,Gas,1600,90000,Silver,Cairo,520000
6959,Toyota,Corolla,Sedan,Automatic,2013,Gas,1600,160000,Silver,Zagazig,360000
6960,Daewoo,Nubira 1,Sedan,Manual,1997,Gas,1400,200000,Silver,10th of Ramadan,120000
6961,Fiat,Tipo,Sedan,Manual,2020,Gas,1400,10000,Silver,6 October,420000
6962,Chevrolet,Cruze,Sedan,Automatic,2013,Gas,1600,167000,Silver,El Haram,195000
6963,Jac,J7,Sedan,Automatic,2022,Gas,1600,16000,Silver,Madinaty,490000
6964,Hyundai,Verna,Sedan,Manual,2014,Gas,1600,270000,Silver,Maadi,165000
6965,Lada,Granta,Sedan,Manual,2018,Gas,1600,120000,Silver,Giza,140000
6966,Chevrolet,Lanos,Sedan,Manual,2010,Gas,1500,200000,Silver,Ain Shams,125000
6967,BMW,316,Sedan,Manual,2006,Gas,1600,177000,Silver,Asyut,330000
6968,Fiat,128,Sedan,Manual,1984,Gas,1100,80000,Silver,Cairo,22000
6969,Hyundai,Elantra CN7,Sedan,Automatic,2021,Gas,1600,6500,Silver,Alexandria,650000
6970,MG,5,Sedan,Automatic,2021,Gas,1500,25000,Silver,Khanka,400000
6971,Chevrolet,Optra,Sedan,Automatic,2021,Gas,1500,70000,Silver,Alexandria,320000
6972,Toyota,Belta,Sedan,Automatic,2022,Gas,1500,1200,Silver,Giza,479000
6973,Byd,F3,Sedan,Manual,2023,Gas,1500,11000,Silver,Cairo,290000
6974,Chevrolet,Cruze,Sedan,Automatic,2010,Gas,1600,230000,Silver,Beni Suef,165000
6975,Chevrolet,Optra,Sedan,Automatic,2020,Gas,1500,147000,Silver,Cairo,240000
6976,Suzuki,Ciaz,Sedan,Automatic,2018,Gas,1400,110000,Silver,Sheikh Zayed City,330000
6977,Nissan,Sunny,Sedan,Automatic,2019,Gas,1500,230000,Silver,Ain Shams,273000
6978,Opel,Astra,Sedan,Automatic,2021,Gas,1400,53000,Silver,6 October,455000
6979,Mercedes,C 200,Sedan,Automatic,2022,Gas,1500,8000,Silver,Sheikh Zayed City,2300000
6980,Lada,2106,Sedan,Manual,2009,Gas,1600,150000,Silver,El Qanater El Khayreya,41000
6981,Opel,Astra,Sedan,Automatic,2012,Gas,1600,150000,Silver,Warraq,265000
6982,Toyota,Corolla,Sedan,Automatic,2019,Gas,1600,75000,Silver,Dakahlia,580000
6983,Skoda,Octavia A7,Sedan,Automatic,2021,Gas,1400,50000,Silver,Nasr city,850000
6984,Nissan,Sunny,Sedan,Automatic,2018,Gas,1500,54000,Silver,Giza,285000
6985,Mitsubishi,Lancer Puma,Sedan,Automatic,2013,Gas,1600,240000,Silver,Damietta,235000
6986,Lada,Granta,Sedan,Manual,2022,Gas,1600,20000,Silver,Cairo,230000
6987,Hyundai,Elantra,Sedan,Automatic,2010,Gas,1600,150000,Silver,Ain Shams,180000
6988,MG,5,Sedan,Automatic,2021,Gas,1500,28000,Silver,6 October,420000
6989,Geely,Emgrand 7,Sedan,Manual,2017,Gas,1500,470000,Silver,Cairo,145000
6990,Nissan,Sunny,Sedan,Automatic,2021,Gas,1500,94000,Silver,Sheikh Zayed City,320000
6991,Kia,Pride,Sedan,Manual,2009,Gas,1300,66000,Silver,Asyut,70000
6992,Opel,Astra,Sedan,Manual,2001,Gas,1600,300000,Silver,Minya Al Qamh,110000
6993,Toyota,Corolla,Sedan,Automatic,2022,Gas,1600,12000,Silver,Banha,710000
6994,MG,6,Sedan,Automatic,2021,Gas,1500,17000,Silver,6 October,540000
6995,Kia,Rio,Sedan,Automatic,2013,Gas,1400,210000,Silver,Nasr city,330000
6996,Mercedes,C 200,Sedan,Automatic,2008,Gas,1800,173000,Silver,Heliopolis,490000
6997,Chevrolet,Aveo,Sedan,Automatic,2019,Gas,1500,92000,Silver,Alexandria,260000
6998,Seat,Ibiza,Sedan,Manual,1989,Gas,1600,195000,Silver,Cairo,95000
6999,Nissan,Sunny,Sedan,Automatic,2020,Gas,1500,116000,Silver,Nasr city,275000
7000,Hyundai,Verna,Sedan,Manual,2015,Gas,1600,79000,Silver,Gharbia,200000
7001,Mitsubishi,Lancer EX Shark,Sedan,Automatic,2016,Gas,1600,90000,Silver,Cairo,380000
7002,Chery,A11,Sedan,Manual,2006,Gas,1500,25000,Silver,Cairo,50000
7003,Audi,A4,Sedan,Automatic,2019,Gas,1400,36000,Silver,Tagamo3 - New Cairo,1200000
7004,Hyundai,Accent,Sedan,Manual,1999,Gas,1300,350000,Silver,Nasr city,65000
7005,Peugeot,405,Sedan,Manual,1996,Gas,1600,295000,Silver,Imbaba,60000
7006,Fiat,Tipo,Sedan,Manual,2021,Gas,1400,24000,Silver,Cairo,325000
7007,Nissan,Sentra,Sedan,Automatic,2019,Gas,1600,28000,Silver,6 October,390000
7008,Nissan,Sunny,Sedan,Automatic,2021,Gas,1500,100000,Silver,Obour City,310000
7009,MG,5,Sedan,Automatic,2021,Gas,1600,50000,Silver,Giza,430000
7010,Renault,Logan,Sedan,Manual,2017,Gas,1600,214000,Silver,Dokki,195000
7011,Geely,Emgrand 7,Sedan,Manual,2014,Natural Gas,1500,170000,Silver,Hurghada,140000
7012,Lada,Granta,Sedan,Automatic,2020,Gas,1600,110000,Silver,Alexandria,200000
7013,Peugeot,301,Sedan,Automatic,2015,Gas,1600,190000,Silver,Cairo,345000
7014,Fiat,Siena,Sedan,Manual,2000,Gas,1400,179000,Silver,Cairo,70000
